V0000316097	さんがにち
V0000321117	それじゃきんえんのガムを。。	
V0000321118	それじゃきんえんのガムを。。 
V0000321119	それはもうやりました！！きんえんガム、きんえんフィルター、すべてやりました。ですがだめなんです。。。	
V0000321120	それはもうやりました！！きんえんガム、きんえんフィルター、すべてやりました。ですがだめなんです。。。 
V0000321121	よしわかった。では、これをためしてみよう。ベッドによこになってごらん。	
V0000321122	よしわかった。では、これをためしてみよう。ベッドによこになってごらん。 
V0000321123	はい。。	
V0000321124	はい。。 
V0000321125	それではこのコインをじーっとみなさい。	
V0000321126	それではこのコインをじーっとみなさい。 
V0000321127	ほーら、だんだんねむたくなってくる・・だんだんきもちよくなってくる・・あなたはタバコをすいたくなくなってくる・・・	
V0000321128	ほーら、だんだんねむたくなってくる・・だんだんきもちよくなってくる・・あなたはタバコをすいたくなくなってくる・・・ 
V0000321129	どんぞこ
V0000321130	そううつ
V0000321131	そめる
V0000321132	ふくよう
V0000321133	ふくさよう
V0000321134	どうき
V0000321135	しびれる
V0000321136	どうされましたか。	
V0000321137	どうされましたか。 
V0000321138	こころがあんていしないんです。そわそわしているっていうか。	
V0000321139	こころがあんていしないんです。そわそわしているっていうか。 
V0000321140	どんなふうに。	
V0000321141	どんなふうに。 
V0000321142	ノリノリでイケイケのときもあれば、どんぞこにおちてなにもできないときもあるんです。	
V0000321143	ノリノリでイケイケのときもあれば、どんぞこにおちてなにもできないときもあるんです。 
V0000321144	はげしくやってくるかんじ？	
V0000321145	はげしくやってくるかんじ？ 
V0000321146	はい。	
V0000321147	はい。 
V0000321148	そううつのけがあるなあ。	
V0000321149	そううつのけがあるなあ。 
V0000321150	まわりにもそういわれます。	
V0000321151	まわりにもそういわれます。 
V0000321152	では、くすりをだそう。まずひとつめはせいしんあんていざい。そしてふたつめはこれ。	
V0000321153	では、くすりをだそう。まずひとつめはせいしんあんていざい。そしてふたつめはこれ。 
V0000321154	なんですか。	
V0000321155	なんですか。 
V0000321156	うむ。これは、「かみをそめるようにせいかくをそめる」といわれているくらいつよいくすりだ。どんぞこでたちあがれないときだけふくようするように。	
V0000321157	うむ。これは、「かみをそめるようにせいかくをそめる」といわれているくらいつよいくすりだ。どんぞこでたちあがれないときだけふくようするように。 
V0000321158	２しゅうかんご	
V0000321159	２しゅうかんご 
V0000321160	どうですか。	
V0000321161	どうですか。 
V0000321162	せんせい！あのつよいくすりまただしてください！あれすごいっす！あたまのなかがシュワーーッとしてスッキリするんです。ちからがみなぎってきます。	
V0000321163	せんせい！あのつよいくすりまただしてください！あれすごいっす！あたまのなかがシュワーーッとしてスッキリするんです。ちからがみなぎってきます。 
V0000321164	つよいくすりだからのみすぎてはいけませんよ。ふくさようがでてくるかもしれないよ。	
V0000321165	つよいくすりだからのみすぎてはいけませんよ。ふくさようがでてくるかもしれないよ。 
V0000321166	ふくさよう！？	
V0000321167	ふくさよう！？ 
V0000321168	うでがしびれてくるとか、どうきがはげしくなるとか、まあひとによっていろいろ。	
V0000321169	うでがしびれてくるとか、どうきがはげしくなるとか、まあひとによっていろいろ。 
V0000321170	せんせい！うで、しびれてます。	
V0000321171	せんせい！うで、しびれてます。 
V0000321172	ちょうしんき
V0000321173	えいようしっちょう
V0000321174	せいしんてきしょっく
V0000321175	はく
V0000321176	ちゅうしゃ
V0000321177	すいじゃく
V0000321178	てんてき
V0000321179	きょうふしょう
V0000321180	どうされましたか。	
V0000321181	どうされましたか。 
V0000321182	たいちょうがわるいんです。たべてもはいてしまうし。	
V0000321183	たいちょうがわるいんです。たべてもはいてしまうし。 
V0000321184	かおいろがまっさおですよ。ではちょうしんきをあてるので、うえをぬいでください。	
V0000321185	かおいろがまっさおですよ。ではちょうしんきをあてるので、うえをぬいでください。 
V0000321186	はい。	
V0000321187	はい。 
V0000321188	えいようしっちょうですね。どうされたんですか。	
V0000321189	えいようしっちょうですね。どうされたんですか。 
V0000321190	じつはかのじょにフラれてから、せいしんてきショックでほとんどなにもたべられなくなってしまって。むりにたべてもはいてしまうんです。	
V0000321191	じつはかのじょにフラれてから、せいしんてきショックでほとんどなにもたべられなくなってしまって。むりにたべてもはいてしまうんです。 
V0000321192	てんてきをうちましょう。まずはからだにえいようをあたえないといけません。	
V0000321193	てんてきをうちましょう。まずはからだにえいようをあたえないといけません。 
V0000321194	えーっ！うでにうつんですか。	
V0000321195	えーっ！うでにうつんですか。 
V0000321196	はい。からだがすいじゃくしていますから。おーい。てんてきのよういをおねがい。	
V0000321197	はい。からだがすいじゃくしていますから。おーい。てんてきのよういをおねがい。 
V0000321198	ちょ、ちょっとまってください。わたし、ちゅうしゃはダメなんです。	
V0000321199	ちょ、ちょっとまってください。わたし、ちゅうしゃはダメなんです。 
V0000321200	（かんじゃあばれる）	
V0000321201	（かんじゃあばれる） 
V0000321202	はい、おとなしくして。きみたち、ちょっとからだをおさえて。	
V0000321203	はい、おとなしくして。きみたち、ちょっとからだをおさえて。 
V0000321204	はい。はりがおれでもしたら、たいへんですよ。じっとしてください。	
V0000321205	はい。はりがおれでもしたら、たいへんですよ。じっとしてください。 
V0000321206	むしば
V0000321207	ますい
V0000321208	ぬく
V0000321209	けいけん
V0000321210	おくば
V0000321211	いたむ
V0000321212	レントゲン
V0000321213	しかいし
V0000321214	はいしゃ
V0000321215	うったえる
V0000321216	きょうは、どうしましたか。	
V0000321217	きょうは、どうしましたか。 
V0000321218	いっしゅうかんくらいまえからずっと、みぎのうえのはがいたむんですが…。	
V0000321219	いっしゅうかんくらいまえからずっと、みぎのうえのはがいたむんですが…。 
V0000321220	はい？すみませんね。みみがとおいんですよ。	
V0000321221	はい？すみませんね。みみがとおいんですよ。 
V0000321222	みぎの　うえの　はが　いたいんです。	
V0000321223	みぎの　うえの　はが　いたいんです。 
V0000321224	ああ。みぎうえのはね。みてみましょうか。はい、くちをおおきくあけて。はい、あーん。	
V0000321225	ああ。みぎうえのはね。みてみましょうか。はい、くちをおおきくあけて。はい、あーん。 
V0000321226	あー。	
V0000321227	あー。 
V0000321228	いたいのはこのはですか？（コンコン）	
V0000321229	いたいのはこのはですか？（コンコン） 
V0000321230	ちがう・・・とおもいます。	
V0000321231	ちがう・・・とおもいます。 
V0000321232	じゃ、このはかな？　（コンコン）	
V0000321233	じゃ、このはかな？　（コンコン） 
V0000321234	あのぉ。せんせい。レントゲンをとったりしないんですか。	
V0000321235	あのぉ。せんせい。レントゲンをとったりしないんですか。 
V0000321236	レントゲン？わたしをだれだとおもっているんですか。わたしは、80ねんしかいしをしているんです。80ねんですよ。きみがうまれるずっとまえからはいしゃをしているんです。むしばくらいわかります。	
V0000321237	レントゲン？わたしをだれだとおもっているんですか。わたしは、80ねんしかいしをしているんです。80ねんですよ。きみがうまれるずっとまえからはいしゃをしているんです。むしばくらいわかります。 
V0000321238	せんせい、けいけんがあろうがあるまいが、レントゲンはひつようだとおもいます。きちんととってください。	
V0000321239	せんせい、けいけんがあろうがあるまいが、レントゲンはひつようだとおもいます。きちんととってください。 
V0000321240	やっぱりむしばですね。ほら、このレントゲンをみてください。かなりふかいですよ。これはぬかざるをえないですね。はい、くちをあけて。いたかったらてをあげてください。	
V0000321241	やっぱりむしばですね。ほら、このレントゲンをみてください。かなりふかいですよ。これはぬかざるをえないですね。はい、くちをあけて。いたかったらてをあげてください。 
V0000321242	（ウィィイイイーン　キーィイイイイン　ガガガガガ）	
V0000321243	（ウィィイイイーン　キーィイイイイン　ガガガガガ） 
V0000321244	あががががあ。せ、せんせいいたい！ま、ますいをしてください。ますいをおねがいします！	
V0000321245	あががががあ。せ、せんせいいたい！ま、ますいをしてください。ますいをおねがいします！ 
V0000321246	あと　もうちょっとなので、がんばってください。	
V0000321247	あと　もうちょっとなので、がんばってください。 
V0000321248	（ウィィイイイーン　キーィイイイイン　ガガガガガ）	
V0000321249	（ウィィイイイーン　キーィイイイイン　ガガガガガ） 
V0000321250	ぜっこうの
V0000321251	はなみ
V0000321252	しく
V0000321253	はる
V0000321254	しゅっぱん
V0000321255	めじるし
V0000321256	けんえんのなか
V0000321257	ひより
V0000321258	みてのとおり
P0000123297	(おはなみたいけつ 
P0000123297	きょうはこんでるなあ。すごいひとだ。	
P0000123298	(おはなみたいけつ 
P0000123298	きょうはこんでるなあ。すごいひとだ。 
V0000321259	ぜっこうのはなみびよりですからね。	
V0000321260	ぜっこうのはなみびよりですからね。 
V0000321261	ばしょなどもうないのではないか。	
V0000321262	ばしょなどもうないのではないか。 
V0000321263	だいじょうぶです。ばしょをとっておきましたから。	
V0000321264	だいじょうぶです。ばしょをとっておきましたから。 
V0000321265	どうやって。	
V0000321266	どうやって。 
V0000321267	きのう、よなかにきてシートをしいておきました。「おおはらけ」ってかみをはっておきましたから。	
V0000321268	きのう、よなかにきてシートをしいておきました。「おおはらけ」ってかみをはっておきましたから。 
V0000321269	たしかあのへんなんですけど・・・あれっ、だれかいますね。	
V0000321270	たしかあのへんなんですけど・・・あれっ、だれかいますね。 
V0000321271	ああっ！	
V0000321272	ああっ！ 
V0000321273	まさか・・・。	
V0000321274	まさか・・・。 
V0000321275	たじましゃちょうじゃないか。	
V0000321276	たじましゃちょうじゃないか。 
V0000321277	ああ、たじましゃちょうですねえ。（なんでみどりやましゅっぱんのたじましゃちょうがいるのよ。おおはらしゃちょうとけんえんのなかじゃん・・・）	
V0000321278	ああ、たじましゃちょうですねえ。（なんでみどりやましゅっぱんのたじましゃちょうがいるのよ。おおはらしゃちょうとけんえんのなかじゃん・・・） 
V0000321279	これはこれはたじまさん、こんなところでなにを・・・。	
V0000321280	これはこれはたじまさん、こんなところでなにを・・・。 
V0000321281	おおはらさんじゃないですか。みてのとおりおはなみですよ。おたくは？	
V0000321282	おおはらさんじゃないですか。みてのとおりおはなみですよ。おたくは？ 
V0000321283	われわれもおはなみですよ。	
V0000321284	われわれもおはなみですよ。 
V0000321285	あのー、このあたりにうちのシートがしいてあったはずなんですけれど。	
V0000321286	あのー、このあたりにうちのシートがしいてあったはずなんですけれど。 
V0000321287	シート？おい、やまなか、シートここにしいてあったか？	
V0000321288	シート？おい、やまなか、シートここにしいてあったか？ 
V0000321289	いえ。あさ６じにきたときはなにもなかったです。おたく、ばしょをまちがえてるんじゃないの。	
V0000321290	いえ。あさ６じにきたときはなにもなかったです。おたく、ばしょをまちがえてるんじゃないの。 
V0000321291	たしかにここです。このおおきいきがめじるしでしたから。あっ、あんなところに。	
V0000321292	たしかにここです。このおおきいきがめじるしでしたから。あっ、あんなところに。 
V0000321293	かんけいない
V0000321294	うけてたつ
V0000321295	おじけづく
V0000321296	きそう
V0000321297	よきょう
V0000321298	ひしょ
V0000321299	まね
V0000321300	きたない
V0000321301	こまる
V0000321302	せんりょう
V0000321303	しょうこ
P0000123299	れんじゅう 
P0000123299	れんちゅう
V0000321304	(おはなみたいけつ２, くしゃくしゃになったシートとかみがゴミはこにすててあるのにきがつく。ひどい。ちょっとひどいじゃないですか。)	
V0000321305	(おはなみたいけつ２, くしゃくしゃになったシートとかみがゴミはこにすててあるのにきがつく。ひどい。ちょっとひどいじゃないですか。) 
V0000321306	われわれはかんけいないよ。われわれがやったなんてしょうこは？	
V0000321307	われわれはかんけいないよ。われわれがやったなんてしょうこは？ 
V0000321308	ここをせんりょうしてるのが、あきらかなしょうこでしょ。	
V0000321309	ここをせんりょうしてるのが、あきらかなしょうこでしょ。 
V0000321310	あさきたときはなにもなかったからね。	
V0000321311	あさきたときはなにもなかったからね。 
V0000321312	ウソだ！あなたたちがやったにきまっている！	
V0000321313	ウソだ！あなたたちがやったにきまっている！ 
V0000321314	きみィー、いいがかりはこまるよ。	
V0000321315	きみィー、いいがかりはこまるよ。 
V0000321316	みどりやましゅっぱんのれんちゅうはいつもきたないまねを！	
V0000321317	みどりやましゅっぱんのれんちゅうはいつもきたないまねを！ 
V0000321318	なんだとー。	
V0000321319	なんだとー。 
V0000321320	まあまあまあまあ。おふたりともせっかくのきゅうじつなんですから。	
V0000321321	まあまあまあまあ。おふたりともせっかくのきゅうじつなんですから。 
V0000321322	ここはよきょうもかねて・・・ひとつ、おさけできめるのはどうでしょう？	
V0000321323	ここはよきょうもかねて・・・ひとつ、おさけできめるのはどうでしょう？ 
V0000321324	おさけ？	
V0000321325	おさけ？ 
V0000321326	おさけののみくらべをするんですよ。	
V0000321327	おさけののみくらべをするんですよ。 
V0000321328	のみくらべ？	
V0000321329	のみくらべ？ 
V0000321330	あおやましゅっぱんさんとウチからだいひょうしゃをひとりだして、どちらがのみつづけられるかきそうんですよ。	
V0000321331	あおやましゅっぱんさんとウチからだいひょうしゃをひとりだして、どちらがのみつづけられるかきそうんですよ。 
V0000321332	でっ、かったほうがこのばしょをつかえるわけです。	
V0000321333	でっ、かったほうがこのばしょをつかえるわけです。 
V0000321334	なんですかそれ？！	
V0000321335	なんですかそれ？！ 
V0000321336	あおやましゅっぱんさん、まさかおじけづいたんですか。	
V0000321337	あおやましゅっぱんさん、まさかおじけづいたんですか。 
V0000321338	なにを〜！みどりやまのれんちゅうにはまけられん！！うけてたってやる。	
V0000321339	なにを〜！みどりやまのれんちゅうにはまけられん！！うけてたってやる。 
V0000321340	あいて
V0000321341	まるつぶれ
V0000321342	メンツ
V0000321343	てまえ
V0000321344	よう
V0000321345	ていど
V0000321346	おおめだま
V0000321347	いじ
V0000321348	おそれられる
V0000321349	そこなしの
V0000321350	せいぎ
V0000321351	あいてはそこなしのやまだとおそれられているおとこらしい。まけるおそれがあるぞ。	
V0000321352	あいてはそこなしのやまだとおそれられているおとこらしい。まけるおそれがあるぞ。 
V0000321353	どうするんだ。	
V0000321354	どうするんだ。 
V0000321355	わたしにいかせてください。	
V0000321356	わたしにいかせてください。 
V0000321357	だいじょうぶなのか。	
V0000321358	だいじょうぶなのか。 
V0000321359	わたしにもいじがあります。このばしょはわれわれのものです。	
V0000321360	わたしにもいじがあります。このばしょはわれわれのものです。 
V0000321361	（いっぱいめのテキーラ）	
V0000321362	（いっぱいめのテキーラ） 
V0000321363	いっぱいめ、にはいめ、さんばいめ！	
V0000321364	いっぱいめ、にはいめ、さんばいめ！ 
V0000321365	（つぎつぎとテキーラをのむ）	
V0000321366	（つぎつぎとテキーラをのむ） 
V0000321367	うー、ま、まけられないぞぉ・・・どうしてもかつんだぁ。	
V0000321368	うー、ま、まけられないぞぉ・・・どうしてもかつんだぁ。 
V0000321369	ふふ。そのていどか。かてっこないさ。	
V0000321370	ふふ。そのていどか。かてっこないさ。 
V0000321371	まだまだまだだぁぁ。	
V0000321372	まだまだまだだぁぁ。 
V0000321373	やまださん、まさかよってるんじゃないでしょうね。	
V0000321374	やまださん、まさかよってるんじゃないでしょうね。 
V0000321375	だ、だいじょうぶですよ、ウィッ、ヒック。まけっこないですよ。	
V0000321376	だ、だいじょうぶですよ、ウィッ、ヒック。まけっこないですよ。 
V0000321377	あおぞらしゅっぱんにまけたら、しゃちょうからおおめだまですよ！いいだしたてまえ、わたしのメンツもまるつぶれです。	
V0000321378	あおぞらしゅっぱんにまけたら、しゃちょうからおおめだまですよ！いいだしたてまえ、わたしのメンツもまるつぶれです。 
V0000321379	じゅうきゅうはいめ！にじゅう・・・ぱい	
V0000321380	じゅうきゅうはいめ！にじゅう・・・ぱい 
V0000321381	ヒック・・・ヒック・・・か、かった・・・ウィッ、ヒック。ここはあおぞらしゅっぱんのも・・・	
V0000321382	ヒック・・・ヒック・・・か、かった・・・ウィッ、ヒック。ここはあおぞらしゅっぱんのも・・・ 
V0000321383	(ドサッ）	
V0000321384	(ドサッ） 
V0000321385	やっぱりせいぎはかつということだな。さくらいよくやったぞ。	
V0000321386	やっぱりせいぎはかつということだな。さくらいよくやったぞ。 
V0000321387	しゅくはく
V0000321388	いっぱくふつか
V0000321389	あいにく
V0000321390	だんたい
V0000321391	まんしつ
V0000321392	りょかん
V0000321393	りよう
V0000321394	ありがとうございます。りょかんわさびでございます。	
V0000321395	ありがとうございます。りょかんわさびでございます。 
V0000321396	あ、あのぉ…　ろくがつはつかにしゅくはくをしたいのですが。	
V0000321397	あ、あのぉ…　ろくがつはつかにしゅくはくをしたいのですが。 
V0000321398	ありがとうございます。なんめいさまでごしゅくはくでしょうか。	
V0000321399	ありがとうございます。なんめいさまでごしゅくはくでしょうか。 
V0000321400	おとなふたり、こどもふたりのよんめいです。あ、ぜんいんおなじへやでおねがいします。	
V0000321401	おとなふたり、こどもふたりのよんめいです。あ、ぜんいんおなじへやでおねがいします。 
V0000321402	よんめいさまごいっしつのごりようですね。	
V0000321403	よんめいさまごいっしつのごりようですね。 
V0000321404	いっぱくふつかのごりようでよろしいですか。	
V0000321405	いっぱくふつかのごりようでよろしいですか。 
V0000321406	あ、はい。そうです。	
V0000321407	あ、はい。そうです。 
V0000321408	しょうしょうおまちくださいませ。	
V0000321409	しょうしょうおまちくださいませ。 
V0000321410	(パソコンそうさするおと)	
V0000321411	(パソコンそうさするおと) 
V0000321412	おきゃくさま、もうしわけございません。あいにくですが、ろくがつはつかはだんたいのおきゃくさまのごよやくがいっておりまして、ぜんしつまんしつでございます。そのぜんじつろくがつじゅうくにちあるいは、つぎのにちろくがつにじゅういちにちでしたらおへやをごよういできるのですが・・・。	
V0000321413	おきゃくさま、もうしわけございません。あいにくですが、ろくがつはつかはだんたいのおきゃくさまのごよやくがいっておりまして、ぜんしつまんしつでございます。そのぜんじつろくがつじゅうくにちあるいは、つぎのにちろくがつにじゅういちにちでしたらおへやをごよういできるのですが・・・。 
V0000321414	あー。まえのひもつぎのひもちょっとダメだなぁ…。	
V0000321415	あー。まえのひもつぎのひもちょっとダメだなぁ…。 
V0000321416	せっかくおでんわいただいたのに、たいへんもうしわけございません。	
V0000321417	せっかくおでんわいただいたのに、たいへんもうしわけございません。 
V0000321418	そうですか。わかりました。ありがとうございました。	
V0000321419	そうですか。わかりました。ありがとうございました。 
V0000321420	（カチャ）	
V0000321421	（カチャ） 
V0000321422	どうだった？	
V0000321423	どうだった？ 
V0000321424	ダメだって。よやくいっぱいだって。せっかくでんわしたのになぁ。	
V0000321425	ダメだって。よやくいっぱいだって。せっかくでんわしたのになぁ。 
V0000321426	よやく
V0000321427	うかがう
V0000321428	れんらくさき
V0000321429	だいひょうしゃ
V0000321430	つうじょう
V0000321431	しめきる
V0000321432	すでに
V0000321433	もうしこむ
V0000321434	ろてんぶろ
V0000321435	くうしつ
V0000321436	じゃっかん
V0000321437	かかり
V0000321438	たんとう
V0000321439	しょうがくせい
V0000321440	くのいちりょかん　よやくたんとうがかり　はっとりでございます。	
V0000321441	くのいちりょかん　よやくたんとうがかり　はっとりでございます。 
V0000321442	あ、もしもし、ろくがつはつかからいっぱくふつか、よんめいいっしつでしゅくはくをかんがえているのですが、まだあいていますか。	
V0000321443	あ、もしもし、ろくがつはつかからいっぱくふつか、よんめいいっしつでしゅくはくをかんがえているのですが、まだあいていますか。 
V0000321444	（カチャカチャカチャ）はい。まだじゃっかん　くうしつがございます。	
V0000321445	（カチャカチャカチャ）はい。まだじゃっかん　くうしつがございます。 
V0000321446	ホームページをみておでんわしているのですが、ろてんぶろつきいっぱくにしょくしゅくはくプランというのはまだもうしこむことができますか。	
V0000321447	ホームページをみておでんわしているのですが、ろてんぶろつきいっぱくにしょくしゅくはくプランというのはまだもうしこむことができますか。 
V0000321448	あ、もうしわけございません。そちらのプランはたいへんにんきがございまして、すでにしめきらせていただいております。つうじょうのおへやでしたら、ごよういできるのですが…。	
V0000321449	あ、もうしわけございません。そちらのプランはたいへんにんきがございまして、すでにしめきらせていただいております。つうじょうのおへやでしたら、ごよういできるのですが…。 
V0000321450	そうですか。じゃ、ふつうのへやのよやくをおねがいします。	
V0000321451	そうですか。じゃ、ふつうのへやのよやくをおねがいします。 
V0000321452	ありがとうございます。ではだいひょうしゃさまのおなまえとごれんらくさきをうかがってもよろしいでしょうか。	
V0000321453	ありがとうございます。ではだいひょうしゃさまのおなまえとごれんらくさきをうかがってもよろしいでしょうか。 
V0000321454	いが しんたろうです。でんわばんごうは03-6526-6969	
V0000321455	いが しんたろうです。でんわばんごうは03-6526-6969 
V0000321456	よんめいさまごいっしつのごりようですね。	
V0000321457	よんめいさまごいっしつのごりようですね。 
V0000321458	はい。おとなふたりこどもふたりです。こどもはふたりともしょうがくせいです。あ、それから、ゆうしょくなのですが、へやしょくにしてもらえますか。	
V0000321459	はい。おとなふたりこどもふたりです。こどもはふたりともしょうがくせいです。あ、それから、ゆうしょくなのですが、へやしょくにしてもらえますか。 
V0000321460	かしこまりました。	
V0000321461	かしこまりました。 
V0000321462	そうげい
V0000321463	あれるぎー
V0000321464	そうげいさーびす
V0000321465	へやしょく
V0000321466	いっさい
V0000321467	じゅうぎょういん
V0000321468	いちどう
V0000321469	ナッツ
V0000321470	あと、こどものひとりがナッツアレルギーなので、ナッツるいはいれないようにおねがいします。	
V0000321471	あと、こどものひとりがナッツアレルギーなので、ナッツるいはいれないようにおねがいします。 
V0000321472	はい。かしこまりました。	
V0000321473	はい。かしこまりました。 
V0000321474	でんしゃでいくつもりなのですが、しもだのえきまでむかえにきてもらうことはかのうですか。	
V0000321475	でんしゃでいくつもりなのですが、しもだのえきまでむかえにきてもらうことはかのうですか。 
V0000321476	はい、にじ、さんじ、よじ、ごじにそうげいサービスがございます。	
V0000321477	はい、にじ、さんじ、よじ、ごじにそうげいサービスがございます。 
V0000321478	つまり、それいがいのじかんならば、タクシーでいくしかないんですね。	
V0000321479	つまり、それいがいのじかんならば、タクシーでいくしかないんですね。 
V0000321480	さようでございます。しもだのえきからにじゅうごふんくらいかかるとおもいます。	
V0000321481	さようでございます。しもだのえきからにじゅうごふんくらいかかるとおもいます。 
V0000321482	ちなみに、チェックインはなんじからでしたっけ。	
V0000321483	ちなみに、チェックインはなんじからでしたっけ。 
V0000321484	チェックインはさんじから、チェックアウトはじゅういちじでございます。	
V0000321485	チェックインはさんじから、チェックアウトはじゅういちじでございます。 
V0000321486	わかりました。じゃぁ、にじのそうげいサービスをりようします。	
V0000321487	わかりました。じゃぁ、にじのそうげいサービスをりようします。 
V0000321488	かしこまりました。ではごよやくないようをかくにんさせていただきます。いが　しんたろうさま、ろくがつはつかからいっぱくふつか、よんめいさまごいっしつのごりよう。でんわばんごうは03-6526-6969。ゆうしょくはおへやしょく、しもだのえきににじのそうげい、おこさまいちめいさまナッツアレルギーあり。いじょうでまちがいございませんか。	
V0000321489	かしこまりました。ではごよやくないようをかくにんさせていただきます。いが　しんたろうさま、ろくがつはつかからいっぱくふつか、よんめいさまごいっしつのごりよう。でんわばんごうは03-6526-6969。ゆうしょくはおへやしょく、しもだのえきににじのそうげい、おこさまいちめいさまナッツアレルギーあり。いじょうでまちがいございませんか。 
V0000321490	だいじょうぶです。ちなみに、ペットはつれていってはだめなんですよね。	
V0000321491	だいじょうぶです。ちなみに、ペットはつれていってはだめなんですよね。 
V0000321492	そうですね。もうしわけないのですが、ペットはいっさいおことわりしております。	
V0000321493	そうですね。もうしわけないのですが、ペットはいっさいおことわりしております。 
V0000321494	わかりました。	
V0000321495	わかりました。 
V0000321496	ごよやくはわたし、はっとりがうけたまわりました。それではいがさまのごらいかんをじゅうぎょういんいちどうこころよりおまちもうしあげております。	
V0000321497	ごよやくはわたし、はっとりがうけたまわりました。それではいがさまのごらいかんをじゅうぎょういんいちどうこころよりおまちもうしあげております。 
V0000321498	よろしくおねがいします。	
V0000321499	よろしくおねがいします。 
V0000321500	にんじゃ
V0000321501	あんない
V0000321502	ほんじつ
V0000321503	さしあげる
V0000321504	さんさくする
V0000321505	ばいてん
V0000321506	だいよくじょう
V0000321507	ひじょうぐち
V0000321508	もうしつける
V0000321509	おかみ
V0000321510	なんなり
V0000321511	いがさま。おまちしておりました。おかみのももちでございます。ほんじつはとおいところまで、あしをはこんでいただきまして、ありがとうございます。さぁ、どうぞ、おあがりください。おへやのじゅんびもできております。シノブ、いがさまをおへやまでごあんないしてさしあげて。いがさまのおへやをたんとうさせていただきますシノブでございます。なにかございましたら、なんなりとおもうしつけください。	
V0000321512	いがさま。おまちしておりました。おかみのももちでございます。ほんじつはとおいところまで、あしをはこんでいただきまして、ありがとうございます。さぁ、どうぞ、おあがりください。おへやのじゅんびもできております。シノブ、いがさまをおへやまでごあんないしてさしあげて。いがさまのおへやをたんとうさせていただきますシノブでございます。なにかございましたら、なんなりとおもうしつけください。 
V0000321513	あ、どうも。	
V0000321514	あ、どうも。 
V0000321515	（あるきながら）ひじょうぐちはあちらでございます。だいよくじょうのごりようはあさろくじからよるじゅうにじまでとなっております。きっさコーナー、ばいてんはよるのはちじまででございます。	
V0000321516	（あるきながら）ひじょうぐちはあちらでございます。だいよくじょうのごりようはあさろくじからよるじゅうにじまでとなっております。きっさコーナー、ばいてんはよるのはちじまででございます。 
V0000321517	せっかくだから、さんぽしたいんだけど、このへんに、おすすめのさんぽコースはある。	
V0000321518	せっかくだから、さんぽしたいんだけど、このへんに、おすすめのさんぽコースはある。 
V0000321519	とうりょかんのにわもさんさくするにはいいとおもいますが、せっかくですから、あしをのばしてこのさきのにんじゃでらにいくのもおもしろいとおもいます。…こちらが、いがさまのおへやでございます。	
V0000321520	とうりょかんのにわもさんさくするにはいいとおもいますが、せっかくですから、あしをのばしてこのさきのにんじゃでらにいくのもおもしろいとおもいます。…こちらが、いがさまのおへやでございます。 
V0000321521	（カチャ）ガラガラ	
V0000321522	（カチャ）ガラガラ 
V0000321523	うわーきれいで、おおきいへやだなぁ。うみがみえるー。	
V0000321524	うわーきれいで、おおきいへやだなぁ。うみがみえるー。 
V0000321525	（コポコポコポコポ）	
V0000321526	（コポコポコポコポ） 
V0000321527	ごゆうしょくはなんじからになさいますか。	
V0000321528	ごゆうしょくはなんじからになさいますか。 
V0000321529	うーん。さんぽして…、おふろはいって…、ゆっくりしてだから…、ろくじくらいかな。	
V0000321530	うーん。さんぽして…、おふろはいって…、ゆっくりしてだから…、ろくじくらいかな。 
V0000321531	かしこまりました。ではろくじにおしょくじをごよういさせていただきます。ではしつれいいたします。	
V0000321532	かしこまりました。ではろくじにおしょくじをごよういさせていただきます。ではしつれいいたします。 
V0000321533	（キキー）	
V0000321534	（キキー） 
V0000321535	おきゃくさま？なにかおっしゃいましたか？	
V0000321536	おきゃくさま？なにかおっしゃいましたか？ 
V0000321537	え..いえ、べつに。キー…キーがないなぁ。。。なんてハハハ。	
V0000321538	え..いえ、べつに。キー…キーがないなぁ。。。なんてハハハ。 
V0000321539	けしょう
V0000321540	サービスエリア
V0000321541	しゃかんきょり
V0000321542	ついとつじこ
V0000321543	こうび
V0000321544	ふきん
V0000321545	えいきょう
V0000321546	しゃせんきせい
V0000321547	かたがわ
V0000321548	おうてん
V0000321549	くだり
V0000321550	だんぞくてきに
V0000321551	ジャンクション
V0000321552	のぼり
V0000321553	あいつぐ
V0000321554	ぴーくをむかえる
V0000321555	ゆーたーん らっしゅ
V0000321556	じゅうたい
V0000321557	はっせいする
V0000321558	さっきからぜんぜんうごかないね。	
V0000321559	さっきからぜんぜんうごかないね。 
V0000321560	あぁ。ゴールデンウィークさいしゅうびだからな。	
V0000321561	あぁ。ゴールデンウィークさいしゅうびだからな。 
V0000321562	あぁあー。もっとはやくやどをでればよかったね。	
V0000321563	あぁあー。もっとはやくやどをでればよかったね。 
V0000321564	…だれだよ。にじかんもけしょうをしていたのは。	
V0000321565	…だれだよ。にじかんもけしょうをしていたのは。 
V0000321566	…え？だれだったかなぁ。あ、じゅうたいじょうほうをきいてみよーっと。	
V0000321567	…え？だれだったかなぁ。あ、じゅうたいじょうほうをきいてみよーっと。 
V0000321568	（ラジオをつける）	
V0000321569	（ラジオをつける） 
V0000321570	（ボリュームがだんだんあがる）	
V0000321571	（ボリュームがだんだんあがる） 
